CCL	Drug	AUC
CCL_399	Drug_5	0.5172
CCL_399	Drug_6	0.7438
CCL_399	Drug_7	0.5135
CCL_399	Drug_8	0.8256
CCL_399	Drug_9	0.353
CCL_399	Drug_10	0.6838
CCL_399	Drug_17	0.7791
CCL_399	Drug_12	1.0
CCL_399	Drug_13	0.7414
CCL_399	Drug_14	0.6407
CCL_399	Drug_15	0.8216
CCL_399	Drug_16	0.754
CCL_399	Drug_18	0.4615
CCL_399	Drug_19	0.8683
CCL_399	Drug_20	0.8037
CCL_399	Drug_21	0.8835
CCL_399	Drug_22	0.6576
CCL_399	Drug_23	0.7596
CCL_399	Drug_24	0.9264
CCL_401	Drug_11	0.8131
CCL_401	Drug_1	0.7349
CCL_401	Drug_2	0.3487
CCL_401	Drug_3	0.9437
CCL_401	Drug_5	0.5588
CCL_401	Drug_6	0.7408
CCL_401	Drug_7	0.4387
CCL_401	Drug_8	0.8439
CCL_401	Drug_9	0.3033
CCL_401	Drug_10	0.5186
CCL_401	Drug_17	0.7572
CCL_401	Drug_12	0.9762
CCL_401	Drug_13	0.7208
CCL_401	Drug_14	0.7546
CCL_401	Drug_15	0.7863
CCL_401	Drug_16	0.9421
CCL_401	Drug_18	0.593
CCL_401	Drug_19	0.7674
CCL_401	Drug_20	0.8216
CCL_401	Drug_21	0.8712
CCL_401	Drug_22	0.8171
CCL_401	Drug_23	0.7416
CCL_401	Drug_24	0.8053
CCL_404	Drug_11	0.8614
CCL_404	Drug_1	0.8714
CCL_404	Drug_2	0.5316
CCL_404	Drug_3	0.8129
CCL_404	Drug_4	0.6622
CCL_404	Drug_5	0.685
CCL_404	Drug_6	0.9187
CCL_404	Drug_7	0.8709
CCL_404	Drug_8	0.9394
CCL_404	Drug_9	0.8284
CCL_404	Drug_10	0.9778
CCL_404	Drug_17	0.903
CCL_404	Drug_12	0.927
CCL_404	Drug_13	0.7035
CCL_404	Drug_14	0.9027
CCL_404	Drug_15	0.9255
CCL_404	Drug_16	0.9425
CCL_404	Drug_18	0.8224
CCL_404	Drug_19	0.9141
CCL_404	Drug_20	0.8771
CCL_404	Drug_21	0.8412
CCL_404	Drug_22	0.8917
CCL_404	Drug_23	0.9373
CCL_404	Drug_24	0.9912
CCL_406	Drug_11	0.759
CCL_406	Drug_1	0.9323
CCL_406	Drug_2	0.4698
CCL_406	Drug_3	0.9333
CCL_406	Drug_4	0.5911
CCL_406	Drug_5	0.6508
CCL_406	Drug_6	0.9345
CCL_406	Drug_7	0.4976
CCL_406	Drug_8	0.8993
CCL_406	Drug_9	0.3473
CCL_406	Drug_10	0.5936
CCL_406	Drug_17	0.8257
CCL_406	Drug_12	0.7181
CCL_406	Drug_13	0.7416
CCL_406	Drug_14	0.8741
CCL_406	Drug_15	0.8172
CCL_406	Drug_16	0.9322
CCL_406	Drug_18	0.7020000000000001
CCL_406	Drug_19	0.9934
CCL_406	Drug_20	0.9504
CCL_406	Drug_21	0.966
CCL_406	Drug_22	0.9186
CCL_406	Drug_23	0.8891
CCL_406	Drug_24	0.9695
CCL_407	Drug_11	0.8187
CCL_407	Drug_1	0.7789
CCL_407	Drug_2	0.5362
CCL_407	Drug_3	0.8325
CCL_407	Drug_4	0.6179
CCL_407	Drug_5	0.6632
CCL_407	Drug_6	0.8009
CCL_407	Drug_7	0.8161
CCL_407	Drug_8	0.9161
CCL_407	Drug_9	0.3386
CCL_407	Drug_10	0.8626
CCL_407	Drug_17	0.9251
CCL_407	Drug_12	0.9207
CCL_407	Drug_13	0.7966
CCL_407	Drug_14	0.7989
CCL_407	Drug_15	0.8331
CCL_407	Drug_16	0.9181
CCL_407	Drug_18	0.6785
CCL_407	Drug_19	0.9661
CCL_407	Drug_20	0.9428
CCL_407	Drug_21	0.8401
CCL_407	Drug_22	0.8022
CCL_407	Drug_23	0.8094
CCL_407	Drug_24	0.8305
CCL_408	Drug_11	0.922
CCL_408	Drug_2	0.5103
CCL_408	Drug_3	0.784
CCL_408	Drug_4	0.6363
CCL_408	Drug_5	0.5968
CCL_408	Drug_6	0.9612
CCL_408	Drug_7	0.7245
CCL_408	Drug_8	0.9832
CCL_408	Drug_9	0.5808
CCL_408	Drug_10	0.8441
CCL_408	Drug_17	0.8355
CCL_408	Drug_13	0.7355
CCL_408	Drug_14	0.8635
CCL_408	Drug_15	0.7936
CCL_408	Drug_16	0.8229
CCL_408	Drug_18	0.6519
CCL_408	Drug_19	0.9768
CCL_408	Drug_20	0.8554
CCL_408	Drug_21	0.958
CCL_408	Drug_22	0.7251
CCL_408	Drug_23	0.8879
CCL_408	Drug_24	0.991
CCL_409	Drug_11	0.7952
CCL_409	Drug_1	0.7679
CCL_409	Drug_2	0.4606
CCL_409	Drug_3	0.9525
CCL_409	Drug_5	0.7246
CCL_409	Drug_6	0.9029
CCL_409	Drug_7	0.6679999999999999
CCL_409	Drug_8	0.7671
CCL_409	Drug_9	0.3375
CCL_409	Drug_10	0.5977
CCL_409	Drug_17	0.807
CCL_409	Drug_12	0.9024
CCL_409	Drug_13	0.87
CCL_409	Drug_14	0.9488
CCL_409	Drug_15	0.8409
CCL_409	Drug_16	0.8311
CCL_409	Drug_18	0.4862
CCL_409	Drug_19	0.7688
CCL_409	Drug_20	0.9273
CCL_409	Drug_21	0.9975
CCL_409	Drug_22	0.8558
CCL_409	Drug_23	0.7346
CCL_409	Drug_24	0.8862
CCL_410	Drug_11	0.7344
CCL_410	Drug_1	0.8869
CCL_410	Drug_2	0.4533
CCL_410	Drug_3	0.9907
CCL_410	Drug_5	0.4261
CCL_410	Drug_6	0.8325
CCL_410	Drug_7	0.8744
CCL_410	Drug_8	0.8223
CCL_410	Drug_9	0.0822
CCL_410	Drug_10	0.924
CCL_410	Drug_17	0.792
CCL_410	Drug_12	0.7788
CCL_410	Drug_13	0.7204
CCL_410	Drug_14	0.6693
CCL_410	Drug_15	0.7328
CCL_410	Drug_16	0.981
CCL_410	Drug_18	0.7471
CCL_410	Drug_19	0.8216
CCL_410	Drug_20	0.8612
CCL_410	Drug_21	0.7276
CCL_410	Drug_22	0.7514
CCL_410	Drug_23	0.7876
CCL_410	Drug_24	0.9743
CCL_413	Drug_11	0.7717
CCL_413	Drug_1	0.8754
CCL_413	Drug_2	0.4914
CCL_413	Drug_3	0.8143
CCL_413	Drug_4	0.6518
CCL_413	Drug_5	0.6695
CCL_413	Drug_6	0.9475
CCL_413	Drug_7	0.3677
CCL_413	Drug_8	0.9511
CCL_413	Drug_9	0.3666
CCL_413	Drug_10	0.5395
CCL_413	Drug_17	0.8545
CCL_413	Drug_12	0.8196
CCL_413	Drug_13	0.6051
CCL_413	Drug_14	0.8535
CCL_413	Drug_15	0.7803
CCL_413	Drug_16	0.8057
CCL_413	Drug_18	0.6182
CCL_413	Drug_19	0.9461
CCL_413	Drug_20	0.8411
CCL_413	Drug_21	0.9796
CCL_413	Drug_22	0.986
CCL_413	Drug_23	0.8426
CCL_413	Drug_24	0.8722
CCL_414	Drug_11	0.8879
CCL_414	Drug_1	0.7681
CCL_414	Drug_2	0.4083
CCL_414	Drug_3	0.935
CCL_414	Drug_5	0.6109
CCL_414	Drug_6	0.7986
CCL_414	Drug_7	0.8209
CCL_414	Drug_9	0.2599
CCL_414	Drug_10	0.8909999999999999
CCL_414	Drug_12	0.9204
CCL_414	Drug_14	0.7869
CCL_414	Drug_15	0.7438
CCL_414	Drug_16	0.7629
CCL_414	Drug_18	0.5383
CCL_414	Drug_19	0.8185
CCL_414	Drug_20	0.9005
CCL_414	Drug_21	0.8913
CCL_414	Drug_22	0.8309
CCL_414	Drug_23	0.8253
CCL_414	Drug_24	0.823
CCL_415	Drug_11	0.8158
CCL_415	Drug_1	0.7284
CCL_415	Drug_2	0.4808
CCL_415	Drug_3	0.8442
CCL_415	Drug_4	0.6509999999999999
CCL_415	Drug_5	0.6183
CCL_415	Drug_6	0.8578
CCL_415	Drug_7	0.9427
CCL_415	Drug_8	0.8917
CCL_415	Drug_9	0.6077
CCL_415	Drug_10	0.9341
CCL_415	Drug_17	0.7992
CCL_415	Drug_12	0.9659
CCL_415	Drug_13	0.7997
CCL_415	Drug_14	0.7190000000000001
CCL_415	Drug_15	0.7779
CCL_415	Drug_16	0.951
CCL_415	Drug_18	0.7647
CCL_415	Drug_19	0.9182
CCL_415	Drug_20	0.8416
CCL_415	Drug_21	0.884
CCL_415	Drug_22	0.8264
CCL_415	Drug_23	0.8166
CCL_415	Drug_24	0.9765
CCL_416	Drug_11	0.9133
CCL_416	Drug_1	0.8533
CCL_416	Drug_2	0.4552
CCL_416	Drug_3	0.8445
CCL_416	Drug_4	0.5037
CCL_416	Drug_5	0.4635
CCL_416	Drug_6	0.8606
CCL_416	Drug_7	0.7873
CCL_416	Drug_8	0.7551
CCL_416	Drug_9	0.3274
CCL_416	Drug_10	0.855
CCL_416	Drug_17	0.809
CCL_416	Drug_12	0.7897
CCL_416	Drug_13	0.6163
CCL_416	Drug_14	0.7984
CCL_416	Drug_15	0.7237
CCL_416	Drug_16	0.9209
CCL_416	Drug_18	0.6003
CCL_416	Drug_19	0.9619
CCL_416	Drug_20	0.8158
CCL_416	Drug_21	0.8897
CCL_416	Drug_22	0.8609
CCL_416	Drug_23	0.8463
CCL_416	Drug_24	0.8786
CCL_417	Drug_11	0.9117
CCL_417	Drug_1	0.8256
CCL_417	Drug_2	0.5414
CCL_417	Drug_3	1.0
CCL_417	Drug_5	0.6215
CCL_417	Drug_6	0.8458
CCL_417	Drug_7	0.8397
CCL_417	Drug_8	0.9756
CCL_417	Drug_9	0.574
CCL_417	Drug_10	0.8856
CCL_417	Drug_12	0.9836
CCL_417	Drug_13	0.8638
CCL_417	Drug_14	0.9267
CCL_417	Drug_15	0.8693
CCL_417	Drug_16	0.9368
CCL_417	Drug_18	0.6789
CCL_417	Drug_19	0.9004
CCL_417	Drug_20	0.9661
CCL_417	Drug_21	0.9621
CCL_417	Drug_22	0.9456
CCL_417	Drug_23	0.9431
CCL_417	Drug_24	0.8634
CCL_421	Drug_11	0.8401
CCL_421	Drug_1	0.7661
CCL_421	Drug_2	0.4863
CCL_421	Drug_3	0.8639
CCL_421	Drug_4	0.6372
CCL_421	Drug_5	0.7242
CCL_421	Drug_6	0.8774
CCL_421	Drug_7	0.7869
CCL_421	Drug_8	0.9689
CCL_421	Drug_9	0.5366
CCL_421	Drug_10	0.866
CCL_421	Drug_17	0.888
CCL_421	Drug_12	0.9636
CCL_421	Drug_13	0.8479
CCL_421	Drug_14	0.913
CCL_421	Drug_15	0.8111
CCL_421	Drug_16	0.8939
CCL_421	Drug_18	0.7602
CCL_421	Drug_19	0.8612
CCL_421	Drug_20	0.8526
CCL_421	Drug_21	0.9778
CCL_421	Drug_22	0.7846
CCL_421	Drug_23	0.8923
CCL_421	Drug_24	0.8553
CCL_422	Drug_11	0.8618
CCL_422	Drug_1	0.7454
CCL_422	Drug_2	0.4931
CCL_422	Drug_3	0.8245
CCL_422	Drug_4	0.5861
CCL_422	Drug_5	0.5223
CCL_422	Drug_6	0.8317
CCL_422	Drug_7	0.7727
CCL_422	Drug_8	0.9638
CCL_422	Drug_9	0.5265
CCL_422	Drug_10	0.8725
CCL_422	Drug_17	0.8918
CCL_422	Drug_12	0.8623
CCL_422	Drug_13	0.8247
CCL_422	Drug_14	0.9237
CCL_422	Drug_15	0.8486
CCL_422	Drug_16	0.8899
CCL_422	Drug_18	0.8668
CCL_422	Drug_19	0.8509
CCL_422	Drug_20	0.8625
CCL_422	Drug_21	0.9352
CCL_422	Drug_22	0.845
CCL_422	Drug_23	0.8796
CCL_422	Drug_24	1.0
CCL_423	Drug_11	0.7466
CCL_423	Drug_1	0.6627
CCL_423	Drug_2	0.4282
CCL_423	Drug_3	0.823
CCL_423	Drug_5	0.4852
CCL_423	Drug_6	0.9042
CCL_423	Drug_7	0.573
CCL_423	Drug_9	0.3381
CCL_423	Drug_10	0.7394
CCL_423	Drug_12	0.9657
CCL_423	Drug_13	0.7404
CCL_423	Drug_14	0.7624
CCL_423	Drug_15	0.8639
CCL_423	Drug_16	0.7125
CCL_423	Drug_18	0.4067
CCL_423	Drug_19	0.9558
CCL_423	Drug_20	0.6807
CCL_423	Drug_21	0.9456
CCL_423	Drug_22	0.7006
CCL_423	Drug_23	0.8173
CCL_423	Drug_24	0.9028
CCL_424	Drug_11	0.968
CCL_424	Drug_1	0.8229
CCL_424	Drug_2	0.5268
CCL_424	Drug_3	0.9905
CCL_424	Drug_4	0.7979
CCL_424	Drug_5	0.8390000000000001
CCL_424	Drug_6	0.9064
CCL_424	Drug_7	0.9316
CCL_424	Drug_8	0.8516
CCL_424	Drug_9	0.4526
CCL_424	Drug_10	0.8981
CCL_424	Drug_17	0.9531
CCL_424	Drug_12	0.99
CCL_424	Drug_13	0.8934
CCL_424	Drug_14	0.8516
CCL_424	Drug_15	0.9578
CCL_424	Drug_16	0.9704
CCL_424	Drug_18	0.5397
CCL_424	Drug_19	0.9318
CCL_424	Drug_20	0.9883
CCL_424	Drug_21	0.8586
CCL_424	Drug_22	0.8749
CCL_424	Drug_23	0.9606
CCL_424	Drug_24	0.9446
CCL_425	Drug_11	0.7301
CCL_425	Drug_1	0.8538
CCL_425	Drug_2	0.4842
CCL_425	Drug_3	0.8397
CCL_425	Drug_5	0.6309
CCL_425	Drug_6	0.9498
CCL_425	Drug_7	0.7039
CCL_425	Drug_9	0.3663
CCL_425	Drug_10	0.8175
CCL_425	Drug_12	0.9365
CCL_425	Drug_14	0.6855
CCL_425	Drug_15	0.7039
CCL_425	Drug_16	0.8736
CCL_425	Drug_18	0.5471
CCL_425	Drug_19	0.8137
CCL_425	Drug_20	0.7916
CCL_425	Drug_21	0.9084
CCL_425	Drug_22	0.9356
CCL_425	Drug_23	0.8121
CCL_429	Drug_11	0.7612
CCL_429	Drug_1	0.8352
CCL_429	Drug_2	0.5388
CCL_429	Drug_3	1.0
CCL_429	Drug_5	0.6648
CCL_429	Drug_6	0.8246
CCL_429	Drug_7	0.8224
CCL_429	Drug_8	0.9914
CCL_429	Drug_9	0.4988
CCL_429	Drug_10	0.8213
CCL_429	Drug_17	0.8216
CCL_429	Drug_12	0.8352
CCL_429	Drug_13	0.8379
CCL_429	Drug_14	0.7901
CCL_429	Drug_15	0.8073
CCL_429	Drug_16	0.8352
CCL_429	Drug_18	0.7244
CCL_429	Drug_19	0.9387
CCL_429	Drug_20	0.9113
CCL_429	Drug_21	0.9475
CCL_429	Drug_22	0.9605
CCL_429	Drug_23	0.9378
CCL_429	Drug_24	0.8575
CCL_430	Drug_11	0.7408
CCL_430	Drug_1	0.7131
CCL_430	Drug_2	0.5989
CCL_430	Drug_3	0.8412
CCL_430	Drug_5	0.6611
CCL_430	Drug_6	0.6813
CCL_430	Drug_7	0.8485
CCL_430	Drug_8	0.9935
CCL_430	Drug_9	0.4145
CCL_430	Drug_10	0.904
CCL_430	Drug_17	0.7639
CCL_430	Drug_12	0.9192
CCL_430	Drug_13	0.8122
CCL_430	Drug_14	0.7783
CCL_430	Drug_15	0.8707
CCL_430	Drug_16	0.8059999999999999
CCL_430	Drug_18	0.7608
CCL_430	Drug_19	0.8286
CCL_430	Drug_20	0.8021
CCL_430	Drug_21	0.8954
CCL_430	Drug_22	0.7548
CCL_430	Drug_23	0.8793
CCL_430	Drug_24	0.8238
CCL_432	Drug_11	0.9027
CCL_432	Drug_1	0.7569
CCL_432	Drug_2	0.4065
CCL_432	Drug_3	0.9413
CCL_432	Drug_5	0.5286
CCL_432	Drug_6	0.9409
CCL_432	Drug_7	0.8240000000000001
CCL_432	Drug_9	0.353
CCL_432	Drug_10	0.9313
CCL_432	Drug_12	0.8789
CCL_432	Drug_14	0.7611
CCL_432	Drug_15	0.7406
CCL_432	Drug_16	0.93
CCL_432	Drug_18	0.4652
CCL_432	Drug_19	0.8171
CCL_432	Drug_20	0.8472
CCL_432	Drug_21	0.8165
CCL_432	Drug_22	0.8582
CCL_432	Drug_23	0.8025
CCL_432	Drug_24	0.816
CCL_439	Drug_11	0.9842
CCL_439	Drug_1	0.8851
CCL_439	Drug_2	0.4362
CCL_439	Drug_3	0.9267
CCL_439	Drug_5	0.5432
CCL_439	Drug_6	0.9333
CCL_439	Drug_7	0.9364
CCL_439	Drug_8	0.8655
CCL_439	Drug_9	0.3037
CCL_439	Drug_10	0.9033
CCL_439	Drug_17	0.8364
CCL_439	Drug_12	0.9932
CCL_439	Drug_13	0.9192
CCL_439	Drug_14	0.9862
CCL_439	Drug_15	0.9713
CCL_439	Drug_16	0.914
CCL_439	Drug_18	0.6931
CCL_439	Drug_19	0.9745
CCL_439	Drug_20	0.9641
CCL_439	Drug_21	0.8883
CCL_439	Drug_22	0.9642
CCL_439	Drug_23	0.9826
CCL_439	Drug_24	0.9334
CCL_440	Drug_11	0.7308
CCL_440	Drug_1	0.7268
CCL_440	Drug_2	0.484
CCL_440	Drug_3	0.8187
CCL_440	Drug_4	0.5728
CCL_440	Drug_5	0.5361
CCL_440	Drug_6	0.9299
CCL_440	Drug_7	0.7014
CCL_440	Drug_8	0.8392
CCL_440	Drug_9	0.3506
CCL_440	Drug_10	0.7604
CCL_440	Drug_17	0.8384
CCL_440	Drug_12	0.8407
CCL_440	Drug_13	0.6731
CCL_440	Drug_14	0.6264
CCL_440	Drug_15	0.6227
CCL_440	Drug_16	0.8084
CCL_440	Drug_18	0.4673
CCL_440	Drug_19	0.8235
CCL_440	Drug_20	0.8423
CCL_440	Drug_21	0.8332
CCL_440	Drug_22	0.8188
CCL_440	Drug_23	0.7898
CCL_440	Drug_24	0.7981
CCL_441	Drug_11	0.8014
CCL_441	Drug_1	0.7198
CCL_441	Drug_2	0.4171
CCL_441	Drug_3	0.8123
CCL_441	Drug_4	0.4808
CCL_441	Drug_5	0.4553
CCL_441	Drug_6	0.9461
CCL_441	Drug_7	0.9546
CCL_441	Drug_8	0.7549
CCL_441	Drug_9	0.2219
CCL_441	Drug_10	0.9413
CCL_441	Drug_17	0.8843
CCL_441	Drug_12	0.82
CCL_441	Drug_13	0.6667
CCL_441	Drug_14	0.7553
CCL_441	Drug_15	0.7044
CCL_441	Drug_16	0.8420000000000001
CCL_441	Drug_18	0.6786
CCL_441	Drug_19	0.8399
CCL_441	Drug_20	0.8037
CCL_441	Drug_21	0.954
CCL_441	Drug_22	0.7559
CCL_441	Drug_23	0.7457
CCL_441	Drug_24	0.7761
CCL_444	Drug_11	0.8099
CCL_444	Drug_1	0.7197
CCL_444	Drug_2	0.4084
CCL_444	Drug_3	0.79
CCL_444	Drug_4	0.3941
CCL_444	Drug_5	0.3896
CCL_444	Drug_6	0.9137
CCL_444	Drug_7	0.7216
CCL_444	Drug_8	0.7017
CCL_444	Drug_9	0.1322
CCL_444	Drug_10	0.7077
CCL_444	Drug_17	0.8074
CCL_444	Drug_12	0.7527
CCL_444	Drug_13	0.5703
CCL_444	Drug_14	0.7487
CCL_444	Drug_15	0.6994
CCL_444	Drug_16	0.7697
CCL_444	Drug_18	0.5144
CCL_444	Drug_19	0.9094
CCL_444	Drug_20	0.8179
CCL_444	Drug_21	0.6843
CCL_444	Drug_22	0.8766
CCL_444	Drug_23	0.8106
CCL_444	Drug_24	0.7474
CCL_445	Drug_11	0.7592
CCL_445	Drug_1	0.7721
CCL_445	Drug_2	0.4421
CCL_445	Drug_3	0.8991
CCL_445	Drug_4	0.5959
CCL_445	Drug_5	0.6493
CCL_445	Drug_6	0.8390000000000001
CCL_445	Drug_7	0.5692
CCL_445	Drug_8	0.9113
CCL_445	Drug_9	0.4287
CCL_445	Drug_10	0.6815
CCL_445	Drug_17	0.8302
CCL_445	Drug_12	0.7427
CCL_445	Drug_13	0.7251
CCL_445	Drug_14	0.7805
CCL_445	Drug_15	0.8606
CCL_445	Drug_16	0.9885
CCL_445	Drug_18	0.6714
CCL_445	Drug_19	0.815
CCL_445	Drug_20	0.8028
CCL_445	Drug_21	0.8396
CCL_445	Drug_22	0.9678
CCL_445	Drug_23	0.8129
CCL_445	Drug_24	0.9825
CCL_447	Drug_11	0.9021
CCL_447	Drug_1	0.8751
CCL_447	Drug_2	0.5655
CCL_447	Drug_3	0.9161
CCL_447	Drug_4	0.7033
CCL_447	Drug_5	0.6583
CCL_447	Drug_6	0.8528
CCL_447	Drug_7	0.7003
CCL_447	Drug_8	0.8604
CCL_447	Drug_9	0.3671
CCL_447	Drug_10	0.8256
CCL_447	Drug_17	0.8390000000000001
CCL_447	Drug_12	0.8525
CCL_447	Drug_13	0.7442
CCL_447	Drug_14	0.8155
CCL_447	Drug_15	0.9052
CCL_447	Drug_16	0.9479
CCL_447	Drug_18	0.6083
CCL_447	Drug_19	0.9439
CCL_447	Drug_20	0.85
CCL_447	Drug_21	0.9581
CCL_447	Drug_22	0.8481
CCL_447	Drug_23	0.8245
CCL_447	Drug_24	0.838
CCL_448	Drug_11	0.8276
CCL_448	Drug_1	0.938
CCL_448	Drug_2	0.494
CCL_448	Drug_3	0.9587
CCL_448	Drug_5	0.6447
CCL_448	Drug_6	0.857
CCL_448	Drug_7	0.75
CCL_448	Drug_8	0.809
CCL_448	Drug_9	0.3178
CCL_448	Drug_10	0.8247
CCL_448	Drug_17	0.9552
CCL_448	Drug_12	0.9284
CCL_448	Drug_13	0.762
CCL_448	Drug_14	0.5983
CCL_448	Drug_15	0.8778
CCL_448	Drug_16	0.96
CCL_448	Drug_18	0.5974
CCL_448	Drug_19	0.7579
CCL_448	Drug_20	0.85
CCL_448	Drug_21	0.9404
CCL_448	Drug_22	0.9474
CCL_448	Drug_23	0.7752
CCL_448	Drug_24	0.968
CCL_449	Drug_11	0.7694
CCL_449	Drug_1	0.9665
CCL_449	Drug_2	0.4224
CCL_449	Drug_3	0.838
CCL_449	Drug_4	0.5628
CCL_449	Drug_5	0.5189
CCL_449	Drug_6	0.9694
CCL_449	Drug_7	0.956
CCL_449	Drug_8	0.98
CCL_449	Drug_9	0.7438
CCL_449	Drug_10	0.9303
CCL_449	Drug_17	1.0
CCL_449	Drug_12	0.9935
CCL_449	Drug_13	0.6586
CCL_449	Drug_14	0.7062
CCL_449	Drug_15	0.913
CCL_449	Drug_16	0.9924
CCL_449	Drug_18	0.6295
CCL_449	Drug_19	0.7797
CCL_449	Drug_20	0.8634
CCL_449	Drug_21	0.967
CCL_449	Drug_22	0.9147
CCL_449	Drug_23	0.8889
CCL_449	Drug_24	0.7767
CCL_450	Drug_11	0.6392
CCL_450	Drug_1	0.9093
CCL_450	Drug_2	0.4239
CCL_450	Drug_3	0.8107
CCL_450	Drug_4	0.7208
CCL_450	Drug_5	0.675
CCL_450	Drug_6	0.932
CCL_450	Drug_7	0.5077
CCL_450	Drug_8	0.7576
CCL_450	Drug_9	0.305
CCL_450	Drug_10	0.5761
CCL_450	Drug_17	0.8390000000000001
CCL_450	Drug_12	0.9523
CCL_450	Drug_13	0.7553
CCL_450	Drug_14	0.6313
CCL_450	Drug_15	0.901
CCL_450	Drug_16	0.9728
CCL_450	Drug_18	0.6581
CCL_450	Drug_19	0.9014
CCL_450	Drug_20	0.8179
CCL_450	Drug_21	0.8769
CCL_450	Drug_22	0.9515
CCL_450	Drug_23	0.7942
CCL_450	Drug_24	0.716
CCL_452	Drug_11	0.7968
CCL_452	Drug_1	0.8814
CCL_452	Drug_2	0.3393
CCL_452	Drug_3	0.8022
CCL_452	Drug_4	0.4748
CCL_452	Drug_5	0.4999
CCL_452	Drug_6	0.9255
CCL_452	Drug_7	0.7789
CCL_452	Drug_8	0.8178
CCL_452	Drug_9	0.3272
CCL_452	Drug_10	0.8132
CCL_452	Drug_17	0.8036
CCL_452	Drug_12	0.9294
CCL_452	Drug_13	0.6875
CCL_452	Drug_14	0.8465
CCL_452	Drug_15	0.7526
CCL_452	Drug_16	0.9377
CCL_452	Drug_18	0.5291
CCL_452	Drug_19	0.8314
CCL_452	Drug_20	0.9889
CCL_452	Drug_21	0.7842
CCL_452	Drug_22	0.8477
CCL_452	Drug_23	0.8009999999999999
CCL_452	Drug_24	0.7875
CCL_455	Drug_11	0.8518
CCL_455	Drug_1	0.6993
CCL_455	Drug_2	0.3836
CCL_455	Drug_3	0.7891
CCL_455	Drug_4	0.5391
CCL_455	Drug_5	0.5123
CCL_455	Drug_6	0.8589
CCL_455	Drug_7	0.6065
CCL_455	Drug_8	0.7936
CCL_455	Drug_9	0.2405
CCL_455	Drug_10	0.6621
CCL_455	Drug_17	0.4012
CCL_455	Drug_12	0.838
CCL_455	Drug_13	0.6849
CCL_455	Drug_14	0.7515
CCL_455	Drug_15	0.7707
CCL_455	Drug_16	0.9277
CCL_455	Drug_18	0.5282
CCL_455	Drug_19	0.7529
CCL_455	Drug_20	0.8349
CCL_455	Drug_21	0.9589
CCL_455	Drug_22	0.6409
CCL_455	Drug_23	0.6864
CCL_455	Drug_24	0.7858
CCL_458	Drug_11	0.7455
CCL_458	Drug_1	0.6808
CCL_458	Drug_2	0.4656
CCL_458	Drug_3	0.8472
CCL_458	Drug_5	0.7145
CCL_458	Drug_6	0.8296
CCL_458	Drug_7	0.7683
CCL_458	Drug_8	0.7839
CCL_458	Drug_9	0.5266
CCL_458	Drug_10	0.8322
CCL_458	Drug_17	0.8561
CCL_458	Drug_12	0.8361
CCL_458	Drug_13	0.7921
CCL_458	Drug_14	0.8088
CCL_458	Drug_15	0.8744
CCL_458	Drug_16	0.7903
CCL_458	Drug_18	0.5955
CCL_458	Drug_19	0.9485
CCL_458	Drug_20	0.752
CCL_458	Drug_21	0.9017
CCL_458	Drug_22	0.9106
CCL_458	Drug_23	0.8121
CCL_458	Drug_24	0.826
CCL_459	Drug_11	0.8493
CCL_459	Drug_1	0.7705
CCL_459	Drug_2	0.3898
CCL_459	Drug_3	0.8342
CCL_459	Drug_4	0.4143
CCL_459	Drug_5	0.3854
CCL_459	Drug_6	0.8833
CCL_459	Drug_7	0.8773
CCL_459	Drug_8	0.7611
CCL_459	Drug_9	0.1662
CCL_459	Drug_10	0.9433
CCL_459	Drug_17	0.866
CCL_459	Drug_12	0.8122
CCL_459	Drug_13	0.6408
CCL_459	Drug_14	0.7536
CCL_459	Drug_15	0.6989
CCL_459	Drug_16	0.7836
CCL_459	Drug_18	0.5386
CCL_459	Drug_19	0.8326
CCL_459	Drug_20	0.8408
CCL_459	Drug_21	0.82
CCL_459	Drug_22	0.8134
CCL_459	Drug_23	0.7718
CCL_459	Drug_24	0.7703
CCL_460	Drug_11	0.8722
CCL_460	Drug_1	0.8959999999999999
CCL_460	Drug_2	0.4607
CCL_460	Drug_3	0.9633
CCL_460	Drug_5	0.5661
CCL_460	Drug_6	0.9702
CCL_460	Drug_7	0.8031
CCL_460	Drug_9	0.4707
CCL_460	Drug_10	0.9169
CCL_460	Drug_12	0.9666
CCL_460	Drug_14	0.7739
CCL_460	Drug_15	0.8591
CCL_460	Drug_16	0.9307
CCL_460	Drug_18	0.7934
CCL_460	Drug_19	0.8308
CCL_460	Drug_20	0.9505
CCL_460	Drug_21	0.953
CCL_460	Drug_22	0.923
CCL_460	Drug_23	0.851
CCL_460	Drug_24	0.996
CCL_462	Drug_11	0.8079
CCL_462	Drug_1	0.6388
CCL_462	Drug_2	0.4006
CCL_462	Drug_3	0.8912
CCL_462	Drug_4	0.6242
CCL_462	Drug_5	0.6228
CCL_462	Drug_6	0.888
CCL_462	Drug_7	0.6195
CCL_462	Drug_8	0.8261
CCL_462	Drug_9	0.4165
CCL_462	Drug_10	0.7386
CCL_462	Drug_17	0.8371
CCL_462	Drug_12	0.911
CCL_462	Drug_13	0.6578
CCL_462	Drug_14	0.6985
CCL_462	Drug_15	0.6219
CCL_462	Drug_16	0.8187
CCL_462	Drug_18	0.7411
CCL_462	Drug_19	0.8092
CCL_462	Drug_20	0.8352
CCL_462	Drug_21	0.83
